section_id,domain,train/test,label,wave_id,attributes,mtype,wave_path,pat
0,source,train,normal,20,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0020_pat_00.wav,00
0,source,train,normal,21,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0021_pat_00.wav,00
0,source,train,normal,22,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0022_pat_00.wav,00
0,source,train,normal,23,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0023_pat_00.wav,00
0,source,train,normal,24,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0024_pat_00.wav,00
0,source,train,normal,25,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0025_pat_01.wav,01
0,source,train,normal,26,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0026_pat_01.wav,01
0,source,train,normal,27,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0027_pat_01.wav,01
0,source,train,normal,28,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0028_pat_00.wav,00
0,source,train,normal,29,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0029_pat_00.wav,00
0,source,train,normal,30,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0030_pat_01.wav,01
0,source,train,normal,31,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0031_pat_00.wav,00
0,source,train,normal,32,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0032_pat_00.wav,00
0,source,train,normal,33,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0033_pat_00.wav,00
0,source,train,normal,34,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0034_pat_01.wav,01
0,source,train,normal,35,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0035_pat_01.wav,01
0,source,train,normal,36,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0036_pat_00.wav,00
0,source,train,normal,37,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0037_pat_01.wav,01
0,source,train,normal,38,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0038_pat_00.wav,00
0,source,train,normal,39,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0039_pat_01.wav,01
0,source,train,normal,40,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0040_pat_01.wav,01
0,source,train,normal,41,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0041_pat_01.wav,01
0,source,train,normal,42,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0042_pat_00.wav,00
0,source,train,normal,43,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0043_pat_00.wav,00
0,source,train,normal,44,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0044_pat_00.wav,00
0,source,train,normal,45,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0045_pat_00.wav,00
0,source,train,normal,46,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0046_pat_00.wav,00
0,source,train,normal,47,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0047_pat_00.wav,00
0,source,train,normal,48,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0048_pat_00.wav,00
0,source,train,normal,49,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0049_pat_01.wav,01
0,source,train,normal,50,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0050_pat_00.wav,00
0,source,train,normal,51,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0051_pat_01.wav,01
0,source,train,normal,52,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0052_pat_00.wav,00
0,source,train,normal,53,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0053_pat_00.wav,00
0,source,train,normal,54,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0054_pat_00.wav,00
0,source,train,normal,55,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0055_pat_00.wav,00
0,source,train,normal,56,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0056_pat_01.wav,01
0,source,train,normal,57,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0057_pat_01.wav,01
0,source,train,normal,58,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0058_pat_01.wav,01
0,source,train,normal,59,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0059_pat_01.wav,01
0,source,train,normal,60,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0060_pat_00.wav,00
0,source,train,normal,61,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0061_pat_01.wav,01
0,source,train,normal,62,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0062_pat_01.wav,01
0,source,train,normal,63,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0063_pat_01.wav,01
0,source,train,normal,64,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0064_pat_01.wav,01
0,source,train,normal,65,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0065_pat_00.wav,00
0,source,train,normal,66,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0066_pat_01.wav,01
0,source,train,normal,67,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0067_pat_00.wav,00
0,source,train,normal,68,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0068_pat_00.wav,00
0,source,train,normal,69,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0069_pat_01.wav,01
0,source,train,normal,70,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0070_pat_00.wav,00
0,source,train,normal,71,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0071_pat_00.wav,00
0,source,train,normal,72,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0072_pat_01.wav,01
0,source,train,normal,73,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0073_pat_00.wav,00
0,source,train,normal,74,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0074_pat_00.wav,00
0,source,train,normal,75,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0075_pat_01.wav,01
0,source,train,normal,76,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0076_pat_01.wav,01
0,source,train,normal,77,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0077_pat_01.wav,01
0,source,train,normal,78,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0078_pat_01.wav,01
0,source,train,normal,79,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0079_pat_00.wav,00
0,source,train,normal,80,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0080_pat_00.wav,00
0,source,train,normal,81,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0081_pat_00.wav,00
0,source,train,normal,82,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0082_pat_01.wav,01
0,source,train,normal,83,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0083_pat_01.wav,01
0,source,train,normal,84,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0084_pat_00.wav,00
0,source,train,normal,85,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0085_pat_00.wav,00
0,source,train,normal,86,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0086_pat_01.wav,01
0,source,train,normal,87,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0087_pat_00.wav,00
0,source,train,normal,88,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0088_pat_01.wav,01
0,source,train,normal,89,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0089_pat_01.wav,01
0,source,train,normal,90,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0090_pat_01.wav,01
0,source,train,normal,91,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0091_pat_01.wav,01
0,source,train,normal,92,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0092_pat_01.wav,01
0,source,train,normal,93,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0093_pat_01.wav,01
0,source,train,normal,94,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0094_pat_01.wav,01
0,source,train,normal,95,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0095_pat_01.wav,01
0,source,train,normal,96,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0096_pat_00.wav,00
0,source,train,normal,97,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0097_pat_01.wav,01
0,source,train,normal,98,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0098_pat_01.wav,01
0,source,train,normal,99,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0099_pat_00.wav,00
0,source,train,normal,100,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0100_pat_00.wav,00
0,source,train,normal,101,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0101_pat_00.wav,00
0,source,train,normal,102,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0102_pat_00.wav,00
0,source,train,normal,103,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0103_pat_00.wav,00
0,source,train,normal,104,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0104_pat_01.wav,01
0,source,train,normal,105,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0105_pat_00.wav,00
0,source,train,normal,106,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0106_pat_01.wav,01
0,source,train,normal,107,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0107_pat_00.wav,00
0,source,train,normal,108,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0108_pat_01.wav,01
0,source,train,normal,109,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0109_pat_00.wav,00
0,source,train,normal,110,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0110_pat_01.wav,01
0,source,train,normal,111,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0111_pat_01.wav,01
0,source,train,normal,112,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0112_pat_01.wav,01
0,source,train,normal,113,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0113_pat_01.wav,01
0,source,train,normal,114,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0114_pat_01.wav,01
0,source,train,normal,115,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0115_pat_00.wav,00
0,source,train,normal,116,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0116_pat_01.wav,01
0,source,train,normal,117,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0117_pat_00.wav,00
0,source,train,normal,118,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0118_pat_00.wav,00
0,source,train,normal,119,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0119_pat_01.wav,01
0,source,train,normal,120,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0120_pat_01.wav,01
0,source,train,normal,121,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0121_pat_00.wav,00
0,source,train,normal,122,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0122_pat_01.wav,01
0,source,train,normal,123,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0123_pat_00.wav,00
0,source,train,normal,124,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0124_pat_00.wav,00
0,source,train,normal,125,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0125_pat_00.wav,00
0,source,train,normal,126,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0126_pat_01.wav,01
0,source,train,normal,127,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0127_pat_00.wav,00
0,source,train,normal,128,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0128_pat_01.wav,01
0,source,train,normal,129,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0129_pat_00.wav,00
0,source,train,normal,130,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0130_pat_00.wav,00
0,source,train,normal,131,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0131_pat_01.wav,01
0,source,train,normal,132,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0132_pat_00.wav,00
0,source,train,normal,133,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0133_pat_00.wav,00
0,source,train,normal,134,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0134_pat_01.wav,01
0,source,train,normal,135,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0135_pat_01.wav,01
0,source,train,normal,136,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0136_pat_00.wav,00
0,source,train,normal,137,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0137_pat_01.wav,01
0,source,train,normal,138,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0138_pat_01.wav,01
0,source,train,normal,139,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0139_pat_01.wav,01
0,source,train,normal,140,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0140_pat_00.wav,00
0,source,train,normal,141,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0141_pat_01.wav,01
0,source,train,normal,142,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0142_pat_01.wav,01
0,source,train,normal,143,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0143_pat_00.wav,00
0,source,train,normal,144,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0144_pat_00.wav,00
0,source,train,normal,145,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0145_pat_00.wav,00
0,source,train,normal,146,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0146_pat_01.wav,01
0,source,train,normal,147,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0147_pat_01.wav,01
0,source,train,normal,148,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0148_pat_01.wav,01
0,source,train,normal,149,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0149_pat_00.wav,00
0,source,train,normal,150,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0150_pat_00.wav,00
0,source,train,normal,151,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0151_pat_00.wav,00
0,source,train,normal,152,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0152_pat_01.wav,01
0,source,train,normal,153,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0153_pat_00.wav,00
0,source,train,normal,154,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0154_pat_00.wav,00
0,source,train,normal,155,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0155_pat_00.wav,00
0,source,train,normal,156,"['pat', '00']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0156_pat_00.wav,00
0,source,train,normal,157,"['pat', '01']",valve,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/valve/train/section_00_source_train_normal_0157_pat_01.wav,01
