section_id,domain,train/test,label,wave_id,attributes,mtype,wave_path,vel,ac
0,source,train,normal,10,"['vel', '700', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0010_vel_700_ac_0.30.wav,700,0.30
0,source,train,normal,11,"['vel', '380', 'ac', '0.03']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0011_vel_380_ac_0.03.wav,380,0.03
0,source,train,normal,12,"['vel', '660', 'ac', '0.09']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0012_vel_660_ac_0.09.wav,660,0.09
0,source,train,normal,13,"['vel', '730', 'ac', '0.11']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0013_vel_730_ac_0.11.wav,730,0.11
0,source,train,normal,14,"['vel', '730', 'ac', '0.11']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0014_vel_730_ac_0.11.wav,730,0.11
0,source,train,normal,15,"['vel', '380', 'ac', '0.03']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0015_vel_380_ac_0.03.wav,380,0.03
0,source,train,normal,16,"['vel', '730', 'ac', '0.11']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0016_vel_730_ac_0.11.wav,730,0.11
0,source,train,normal,17,"['vel', '580', 'ac', '0.07']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0017_vel_580_ac_0.07.wav,580,0.07
0,source,train,normal,18,"['vel', '300', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0018_vel_300_ac_0.30.wav,300,0.30
0,source,train,normal,19,"['vel', '660', 'ac', '0.09']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0019_vel_660_ac_0.09.wav,660,0.09
0,source,train,normal,20,"['vel', '660', 'ac', '0.09']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0020_vel_660_ac_0.09.wav,660,0.09
0,source,train,normal,21,"['vel', '1100', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0021_vel_1100_ac_0.30.wav,1100,0.30
0,source,train,normal,22,"['vel', '490', 'ac', '0.05']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0022_vel_490_ac_0.05.wav,490,0.05
0,source,train,normal,23,"['vel', '1100', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0023_vel_1100_ac_0.30.wav,1100,0.30
0,source,train,normal,24,"['vel', '700', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0024_vel_700_ac_0.30.wav,700,0.30
0,source,train,normal,25,"['vel', '490', 'ac', '0.05']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0025_vel_490_ac_0.05.wav,490,0.05
0,source,train,normal,26,"['vel', '700', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0026_vel_700_ac_0.30.wav,700,0.30
0,source,train,normal,27,"['vel', '900', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0027_vel_900_ac_0.30.wav,900,0.30
0,source,train,normal,28,"['vel', '660', 'ac', '0.09']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0028_vel_660_ac_0.09.wav,660,0.09
0,source,train,normal,29,"['vel', '380', 'ac', '0.03']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0029_vel_380_ac_0.03.wav,380,0.03
0,source,train,normal,30,"['vel', '660', 'ac', '0.09']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0030_vel_660_ac_0.09.wav,660,0.09
0,source,train,normal,31,"['vel', '1100', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0031_vel_1100_ac_0.30.wav,1100,0.30
0,source,train,normal,32,"['vel', '580', 'ac', '0.07']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0032_vel_580_ac_0.07.wav,580,0.07
0,source,train,normal,33,"['vel', '1100', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0033_vel_1100_ac_0.30.wav,1100,0.30
0,source,train,normal,34,"['vel', '660', 'ac', '0.09']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0034_vel_660_ac_0.09.wav,660,0.09
0,source,train,normal,35,"['vel', '1100', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0035_vel_1100_ac_0.30.wav,1100,0.30
0,source,train,normal,36,"['vel', '730', 'ac', '0.11']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0036_vel_730_ac_0.11.wav,730,0.11
0,source,train,normal,37,"['vel', '700', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0037_vel_700_ac_0.30.wav,700,0.30
0,source,train,normal,38,"['vel', '500', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0038_vel_500_ac_0.30.wav,500,0.30
0,source,train,normal,39,"['vel', '1100', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0039_vel_1100_ac_0.30.wav,1100,0.30
0,source,train,normal,40,"['vel', '900', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0040_vel_900_ac_0.30.wav,900,0.30
0,source,train,normal,41,"['vel', '660', 'ac', '0.09']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0041_vel_660_ac_0.09.wav,660,0.09
0,source,train,normal,42,"['vel', '900', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0042_vel_900_ac_0.30.wav,900,0.30
0,source,train,normal,43,"['vel', '300', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0043_vel_300_ac_0.30.wav,300,0.30
0,source,train,normal,44,"['vel', '300', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0044_vel_300_ac_0.30.wav,300,0.30
0,source,train,normal,45,"['vel', '500', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0045_vel_500_ac_0.30.wav,500,0.30
0,source,train,normal,46,"['vel', '580', 'ac', '0.07']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0046_vel_580_ac_0.07.wav,580,0.07
0,source,train,normal,47,"['vel', '700', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0047_vel_700_ac_0.30.wav,700,0.30
0,source,train,normal,48,"['vel', '660', 'ac', '0.09']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0048_vel_660_ac_0.09.wav,660,0.09
0,source,train,normal,49,"['vel', '490', 'ac', '0.05']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0049_vel_490_ac_0.05.wav,490,0.05
0,source,train,normal,50,"['vel', '1100', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0050_vel_1100_ac_0.30.wav,1100,0.30
0,source,train,normal,51,"['vel', '660', 'ac', '0.09']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0051_vel_660_ac_0.09.wav,660,0.09
0,source,train,normal,52,"['vel', '660', 'ac', '0.09']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0052_vel_660_ac_0.09.wav,660,0.09
0,source,train,normal,53,"['vel', '1100', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0053_vel_1100_ac_0.30.wav,1100,0.30
0,source,train,normal,54,"['vel', '730', 'ac', '0.11']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0054_vel_730_ac_0.11.wav,730,0.11
0,source,train,normal,55,"['vel', '730', 'ac', '0.11']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0055_vel_730_ac_0.11.wav,730,0.11
0,source,train,normal,56,"['vel', '700', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0056_vel_700_ac_0.30.wav,700,0.30
0,source,train,normal,57,"['vel', '500', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0057_vel_500_ac_0.30.wav,500,0.30
0,source,train,normal,58,"['vel', '730', 'ac', '0.11']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0058_vel_730_ac_0.11.wav,730,0.11
0,source,train,normal,59,"['vel', '490', 'ac', '0.05']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0059_vel_490_ac_0.05.wav,490,0.05
0,source,train,normal,60,"['vel', '580', 'ac', '0.07']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0060_vel_580_ac_0.07.wav,580,0.07
0,source,train,normal,61,"['vel', '300', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0061_vel_300_ac_0.30.wav,300,0.30
0,source,train,normal,62,"['vel', '500', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0062_vel_500_ac_0.30.wav,500,0.30
0,source,train,normal,63,"['vel', '500', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0063_vel_500_ac_0.30.wav,500,0.30
0,source,train,normal,64,"['vel', '730', 'ac', '0.11']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0064_vel_730_ac_0.11.wav,730,0.11
0,source,train,normal,65,"['vel', '1100', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0065_vel_1100_ac_0.30.wav,1100,0.30
0,source,train,normal,66,"['vel', '660', 'ac', '0.09']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0066_vel_660_ac_0.09.wav,660,0.09
0,source,train,normal,67,"['vel', '490', 'ac', '0.05']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0067_vel_490_ac_0.05.wav,490,0.05
0,source,train,normal,68,"['vel', '490', 'ac', '0.05']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0068_vel_490_ac_0.05.wav,490,0.05
0,source,train,normal,69,"['vel', '380', 'ac', '0.03']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0069_vel_380_ac_0.03.wav,380,0.03
0,source,train,normal,70,"['vel', '1100', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0070_vel_1100_ac_0.30.wav,1100,0.30
0,source,train,normal,71,"['vel', '1100', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0071_vel_1100_ac_0.30.wav,1100,0.30
0,source,train,normal,72,"['vel', '730', 'ac', '0.11']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0072_vel_730_ac_0.11.wav,730,0.11
0,source,train,normal,73,"['vel', '900', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0073_vel_900_ac_0.30.wav,900,0.30
0,source,train,normal,74,"['vel', '900', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0074_vel_900_ac_0.30.wav,900,0.30
0,source,train,normal,75,"['vel', '300', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0075_vel_300_ac_0.30.wav,300,0.30
0,source,train,normal,76,"['vel', '500', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0076_vel_500_ac_0.30.wav,500,0.30
0,source,train,normal,77,"['vel', '580', 'ac', '0.07']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0077_vel_580_ac_0.07.wav,580,0.07
0,source,train,normal,78,"['vel', '660', 'ac', '0.09']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0078_vel_660_ac_0.09.wav,660,0.09
0,source,train,normal,79,"['vel', '300', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0079_vel_300_ac_0.30.wav,300,0.30
0,source,train,normal,80,"['vel', '700', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0080_vel_700_ac_0.30.wav,700,0.30
0,source,train,normal,81,"['vel', '490', 'ac', '0.05']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0081_vel_490_ac_0.05.wav,490,0.05
0,source,train,normal,82,"['vel', '1100', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0082_vel_1100_ac_0.30.wav,1100,0.30
0,source,train,normal,83,"['vel', '660', 'ac', '0.09']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0083_vel_660_ac_0.09.wav,660,0.09
0,source,train,normal,84,"['vel', '490', 'ac', '0.05']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0084_vel_490_ac_0.05.wav,490,0.05
0,source,train,normal,85,"['vel', '580', 'ac', '0.07']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0085_vel_580_ac_0.07.wav,580,0.07
0,source,train,normal,86,"['vel', '730', 'ac', '0.11']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0086_vel_730_ac_0.11.wav,730,0.11
0,source,train,normal,87,"['vel', '730', 'ac', '0.11']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0087_vel_730_ac_0.11.wav,730,0.11
0,source,train,normal,88,"['vel', '490', 'ac', '0.05']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0088_vel_490_ac_0.05.wav,490,0.05
0,source,train,normal,89,"['vel', '730', 'ac', '0.11']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0089_vel_730_ac_0.11.wav,730,0.11
0,source,train,normal,90,"['vel', '580', 'ac', '0.07']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0090_vel_580_ac_0.07.wav,580,0.07
0,source,train,normal,91,"['vel', '490', 'ac', '0.05']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0091_vel_490_ac_0.05.wav,490,0.05
0,source,train,normal,92,"['vel', '580', 'ac', '0.07']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0092_vel_580_ac_0.07.wav,580,0.07
0,source,train,normal,93,"['vel', '730', 'ac', '0.11']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0093_vel_730_ac_0.11.wav,730,0.11
0,source,train,normal,94,"['vel', '500', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0094_vel_500_ac_0.30.wav,500,0.30
0,source,train,normal,95,"['vel', '380', 'ac', '0.03']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0095_vel_380_ac_0.03.wav,380,0.03
0,source,train,normal,96,"['vel', '900', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0096_vel_900_ac_0.30.wav,900,0.30
0,source,train,normal,97,"['vel', '700', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0097_vel_700_ac_0.30.wav,700,0.30
0,source,train,normal,98,"['vel', '500', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0098_vel_500_ac_0.30.wav,500,0.30
0,source,train,normal,99,"['vel', '900', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0099_vel_900_ac_0.30.wav,900,0.30
0,source,train,normal,100,"['vel', '730', 'ac', '0.11']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0100_vel_730_ac_0.11.wav,730,0.11
0,source,train,normal,101,"['vel', '380', 'ac', '0.03']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0101_vel_380_ac_0.03.wav,380,0.03
0,source,train,normal,102,"['vel', '580', 'ac', '0.07']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0102_vel_580_ac_0.07.wav,580,0.07
0,source,train,normal,103,"['vel', '700', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0103_vel_700_ac_0.30.wav,700,0.30
0,source,train,normal,104,"['vel', '500', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0104_vel_500_ac_0.30.wav,500,0.30
0,source,train,normal,105,"['vel', '580', 'ac', '0.07']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0105_vel_580_ac_0.07.wav,580,0.07
0,source,train,normal,106,"['vel', '700', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0106_vel_700_ac_0.30.wav,700,0.30
0,source,train,normal,107,"['vel', '490', 'ac', '0.05']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0107_vel_490_ac_0.05.wav,490,0.05
0,source,train,normal,108,"['vel', '660', 'ac', '0.09']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0108_vel_660_ac_0.09.wav,660,0.09
0,source,train,normal,109,"['vel', '730', 'ac', '0.11']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0109_vel_730_ac_0.11.wav,730,0.11
0,source,train,normal,110,"['vel', '1100', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0110_vel_1100_ac_0.30.wav,1100,0.30
0,source,train,normal,111,"['vel', '500', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0111_vel_500_ac_0.30.wav,500,0.30
0,source,train,normal,112,"['vel', '380', 'ac', '0.03']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0112_vel_380_ac_0.03.wav,380,0.03
0,source,train,normal,113,"['vel', '700', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0113_vel_700_ac_0.30.wav,700,0.30
0,source,train,normal,114,"['vel', '730', 'ac', '0.11']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0114_vel_730_ac_0.11.wav,730,0.11
0,source,train,normal,115,"['vel', '490', 'ac', '0.05']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0115_vel_490_ac_0.05.wav,490,0.05
0,source,train,normal,116,"['vel', '580', 'ac', '0.07']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0116_vel_580_ac_0.07.wav,580,0.07
0,source,train,normal,117,"['vel', '900', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0117_vel_900_ac_0.30.wav,900,0.30
0,source,train,normal,118,"['vel', '580', 'ac', '0.07']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0118_vel_580_ac_0.07.wav,580,0.07
0,source,train,normal,119,"['vel', '380', 'ac', '0.03']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0119_vel_380_ac_0.03.wav,380,0.03
0,source,train,normal,120,"['vel', '1100', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0120_vel_1100_ac_0.30.wav,1100,0.30
0,source,train,normal,121,"['vel', '500', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0121_vel_500_ac_0.30.wav,500,0.30
0,source,train,normal,122,"['vel', '660', 'ac', '0.09']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0122_vel_660_ac_0.09.wav,660,0.09
0,source,train,normal,123,"['vel', '300', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0123_vel_300_ac_0.30.wav,300,0.30
0,source,train,normal,124,"['vel', '730', 'ac', '0.11']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0124_vel_730_ac_0.11.wav,730,0.11
0,source,train,normal,125,"['vel', '730', 'ac', '0.11']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0125_vel_730_ac_0.11.wav,730,0.11
0,source,train,normal,126,"['vel', '700', 'ac', '0.30']",slider,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/slider/train/section_00_source_train_normal_0126_vel_700_ac_0.30.wav,700,0.30
