section_id,domain,train/test,label,wave_id,attributes,mtype,wave_path,grindstone,plate
0,source,train,normal,23,"['grindstone', '2', 'plate', '2']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0023_grindstone_2_plate_2.wav,2,2
0,source,train,normal,24,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0024_grindstone_3_plate_3.wav,3,3
0,source,train,normal,25,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0025_grindstone_3_plate_3.wav,3,3
0,source,train,normal,26,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0026_grindstone_3_plate_3.wav,3,3
0,source,train,normal,27,"['grindstone', '2', 'plate', '2']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0027_grindstone_2_plate_2.wav,2,2
0,source,train,normal,28,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0028_grindstone_1_plate_1.wav,1,1
0,source,train,normal,29,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0029_grindstone_1_plate_1.wav,1,1
0,source,train,normal,30,"['grindstone', '2', 'plate', '2']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0030_grindstone_2_plate_2.wav,2,2
0,source,train,normal,31,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0031_grindstone_3_plate_3.wav,3,3
0,source,train,normal,32,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0032_grindstone_3_plate_3.wav,3,3
0,source,train,normal,33,"['grindstone', '2', 'plate', '2']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0033_grindstone_2_plate_2.wav,2,2
0,source,train,normal,34,"['grindstone', '2', 'plate', '2']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0034_grindstone_2_plate_2.wav,2,2
0,source,train,normal,35,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0035_grindstone_3_plate_3.wav,3,3
0,source,train,normal,36,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0036_grindstone_3_plate_3.wav,3,3
0,source,train,normal,37,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0037_grindstone_3_plate_3.wav,3,3
0,source,train,normal,38,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0038_grindstone_3_plate_3.wav,3,3
0,source,train,normal,39,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0039_grindstone_3_plate_3.wav,3,3
0,source,train,normal,40,"['grindstone', '2', 'plate', '2']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0040_grindstone_2_plate_2.wav,2,2
0,source,train,normal,41,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0041_grindstone_3_plate_3.wav,3,3
0,source,train,normal,42,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0042_grindstone_1_plate_1.wav,1,1
0,source,train,normal,43,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0043_grindstone_1_plate_1.wav,1,1
0,source,train,normal,44,"['grindstone', '2', 'plate', '2']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0044_grindstone_2_plate_2.wav,2,2
0,source,train,normal,45,"['grindstone', '2', 'plate', '2']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0045_grindstone_2_plate_2.wav,2,2
0,source,train,normal,46,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0046_grindstone_1_plate_1.wav,1,1
0,source,train,normal,47,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0047_grindstone_1_plate_1.wav,1,1
0,source,train,normal,48,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0048_grindstone_1_plate_1.wav,1,1
0,source,train,normal,49,"['grindstone', '2', 'plate', '2']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0049_grindstone_2_plate_2.wav,2,2
0,source,train,normal,50,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0050_grindstone_3_plate_3.wav,3,3
0,source,train,normal,51,"['grindstone', '2', 'plate', '2']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0051_grindstone_2_plate_2.wav,2,2
0,source,train,normal,52,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0052_grindstone_3_plate_3.wav,3,3
0,source,train,normal,53,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0053_grindstone_3_plate_3.wav,3,3
0,source,train,normal,54,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0054_grindstone_3_plate_3.wav,3,3
0,source,train,normal,55,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0055_grindstone_3_plate_3.wav,3,3
0,source,train,normal,56,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0056_grindstone_1_plate_1.wav,1,1
0,source,train,normal,57,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0057_grindstone_1_plate_1.wav,1,1
0,source,train,normal,58,"['grindstone', '2', 'plate', '2']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0058_grindstone_2_plate_2.wav,2,2
0,source,train,normal,59,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0059_grindstone_3_plate_3.wav,3,3
0,source,train,normal,60,"['grindstone', '2', 'plate', '2']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0060_grindstone_2_plate_2.wav,2,2
0,source,train,normal,61,"['grindstone', '2', 'plate', '2']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0061_grindstone_2_plate_2.wav,2,2
0,source,train,normal,62,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0062_grindstone_3_plate_3.wav,3,3
0,source,train,normal,63,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0063_grindstone_1_plate_1.wav,1,1
0,source,train,normal,64,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0064_grindstone_1_plate_1.wav,1,1
0,source,train,normal,65,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0065_grindstone_1_plate_1.wav,1,1
0,source,train,normal,66,"['grindstone', '2', 'plate', '2']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0066_grindstone_2_plate_2.wav,2,2
0,source,train,normal,67,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0067_grindstone_3_plate_3.wav,3,3
0,source,train,normal,68,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0068_grindstone_1_plate_1.wav,1,1
0,source,train,normal,69,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0069_grindstone_3_plate_3.wav,3,3
0,source,train,normal,70,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0070_grindstone_3_plate_3.wav,3,3
0,source,train,normal,71,"['grindstone', '2', 'plate', '2']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0071_grindstone_2_plate_2.wav,2,2
0,source,train,normal,72,"['grindstone', '2', 'plate', '2']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0072_grindstone_2_plate_2.wav,2,2
0,source,train,normal,73,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0073_grindstone_1_plate_1.wav,1,1
0,source,train,normal,74,"['grindstone', '2', 'plate', '2']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0074_grindstone_2_plate_2.wav,2,2
0,source,train,normal,75,"['grindstone', '2', 'plate', '2']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0075_grindstone_2_plate_2.wav,2,2
0,source,train,normal,76,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0076_grindstone_1_plate_1.wav,1,1
0,source,train,normal,77,"['grindstone', '2', 'plate', '2']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0077_grindstone_2_plate_2.wav,2,2
0,source,train,normal,78,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0078_grindstone_3_plate_3.wav,3,3
0,source,train,normal,79,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0079_grindstone_1_plate_1.wav,1,1
0,source,train,normal,80,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0080_grindstone_1_plate_1.wav,1,1
0,source,train,normal,81,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0081_grindstone_3_plate_3.wav,3,3
0,source,train,normal,82,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0082_grindstone_3_plate_3.wav,3,3
0,source,train,normal,83,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0083_grindstone_3_plate_3.wav,3,3
0,source,train,normal,84,"['grindstone', '2', 'plate', '2']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0084_grindstone_2_plate_2.wav,2,2
0,source,train,normal,85,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0085_grindstone_1_plate_1.wav,1,1
0,source,train,normal,86,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0086_grindstone_1_plate_1.wav,1,1
0,source,train,normal,87,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0087_grindstone_1_plate_1.wav,1,1
0,source,train,normal,88,"['grindstone', '2', 'plate', '2']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0088_grindstone_2_plate_2.wav,2,2
0,source,train,normal,89,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0089_grindstone_3_plate_3.wav,3,3
0,source,train,normal,90,"['grindstone', '2', 'plate', '2']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0090_grindstone_2_plate_2.wav,2,2
0,source,train,normal,91,"['grindstone', '2', 'plate', '2']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0091_grindstone_2_plate_2.wav,2,2
0,source,train,normal,92,"['grindstone', '2', 'plate', '2']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0092_grindstone_2_plate_2.wav,2,2
0,source,train,normal,93,"['grindstone', '2', 'plate', '2']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0093_grindstone_2_plate_2.wav,2,2
0,source,train,normal,94,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0094_grindstone_3_plate_3.wav,3,3
0,source,train,normal,95,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0095_grindstone_1_plate_1.wav,1,1
0,source,train,normal,96,"['grindstone', '2', 'plate', '2']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0096_grindstone_2_plate_2.wav,2,2
0,source,train,normal,97,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0097_grindstone_1_plate_1.wav,1,1
0,source,train,normal,98,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0098_grindstone_1_plate_1.wav,1,1
0,source,train,normal,99,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0099_grindstone_1_plate_1.wav,1,1
0,source,train,normal,100,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0100_grindstone_1_plate_1.wav,1,1
0,source,train,normal,101,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0101_grindstone_1_plate_1.wav,1,1
0,source,train,normal,102,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0102_grindstone_3_plate_3.wav,3,3
0,source,train,normal,103,"['grindstone', '2', 'plate', '2']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0103_grindstone_2_plate_2.wav,2,2
0,source,train,normal,104,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0104_grindstone_3_plate_3.wav,3,3
0,source,train,normal,105,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0105_grindstone_3_plate_3.wav,3,3
0,source,train,normal,106,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0106_grindstone_3_plate_3.wav,3,3
0,source,train,normal,107,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0107_grindstone_1_plate_1.wav,1,1
0,source,train,normal,108,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0108_grindstone_1_plate_1.wav,1,1
0,source,train,normal,109,"['grindstone', '2', 'plate', '2']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0109_grindstone_2_plate_2.wav,2,2
0,source,train,normal,110,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0110_grindstone_1_plate_1.wav,1,1
0,source,train,normal,111,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0111_grindstone_1_plate_1.wav,1,1
0,source,train,normal,112,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0112_grindstone_3_plate_3.wav,3,3
0,source,train,normal,113,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0113_grindstone_1_plate_1.wav,1,1
0,source,train,normal,114,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0114_grindstone_1_plate_1.wav,1,1
0,source,train,normal,115,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0115_grindstone_1_plate_1.wav,1,1
0,source,train,normal,116,"['grindstone', '1', 'plate', '1']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0116_grindstone_1_plate_1.wav,1,1
0,source,train,normal,117,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0117_grindstone_3_plate_3.wav,3,3
0,source,train,normal,118,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0118_grindstone_3_plate_3.wav,3,3
0,source,train,normal,119,"['grindstone', '2', 'plate', '2']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0119_grindstone_2_plate_2.wav,2,2
0,source,train,normal,120,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0120_grindstone_3_plate_3.wav,3,3
0,source,train,normal,121,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0121_grindstone_3_plate_3.wav,3,3
0,source,train,normal,122,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0122_grindstone_3_plate_3.wav,3,3
0,source,train,normal,123,"['grindstone', '3', 'plate', '3']",grinder,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/evaluation/grinder/train/section_00_source_train_normal_0123_grindstone_3_plate_3.wav,3,3
