section_id	domain	train/test	label	wave_id	attributes	filename	mtype	wave_path
00	source	test	anomaly	0011	['car', 'B2', 'spd', '31V', 'mic', '1']	section_00_source_test_anomaly_0011_car_B2_spd_31V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0011_car_B2_spd_31V_mic_1.wav
00	source	test	anomaly	0012	['car', 'B2', 'spd', '34V', 'mic', '1']	section_00_source_test_anomaly_0012_car_B2_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0012_car_B2_spd_34V_mic_1.wav
00	source	test	anomaly	0013	['car', 'B2', 'spd', '40V', 'mic', '1']	section_00_source_test_anomaly_0013_car_B2_spd_40V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0013_car_B2_spd_40V_mic_1.wav
00	source	test	anomaly	0014	['car', 'B2', 'spd', '31V', 'mic', '1']	section_00_source_test_anomaly_0014_car_B2_spd_31V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0014_car_B2_spd_31V_mic_1.wav
00	source	test	anomaly	0015	['car', 'B2', 'spd', '31V', 'mic', '1']	section_00_source_test_anomaly_0015_car_B2_spd_31V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0015_car_B2_spd_31V_mic_1.wav
00	source	test	anomaly	0016	['car', 'B2', 'spd', '34V', 'mic', '1']	section_00_source_test_anomaly_0016_car_B2_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0016_car_B2_spd_34V_mic_1.wav
00	source	test	anomaly	0017	['car', 'B2', 'spd', '40V', 'mic', '1']	section_00_source_test_anomaly_0017_car_B2_spd_40V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0017_car_B2_spd_40V_mic_1.wav
00	source	test	anomaly	0018	['car', 'C1', 'spd', '31V', 'mic', '1']	section_00_source_test_anomaly_0018_car_C1_spd_31V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0018_car_C1_spd_31V_mic_1.wav
00	source	test	anomaly	0019	['car', 'C1', 'spd', '31V', 'mic', '1']	section_00_source_test_anomaly_0019_car_C1_spd_31V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0019_car_C1_spd_31V_mic_1.wav
00	source	test	anomaly	0020	['car', 'C1', 'spd', '34V', 'mic', '1']	section_00_source_test_anomaly_0020_car_C1_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0020_car_C1_spd_34V_mic_1.wav
00	source	test	anomaly	0021	['car', 'C1', 'spd', '40V', 'mic', '1']	section_00_source_test_anomaly_0021_car_C1_spd_40V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0021_car_C1_spd_40V_mic_1.wav
00	source	test	anomaly	0022	['car', 'C1', 'spd', '31V', 'mic', '1']	section_00_source_test_anomaly_0022_car_C1_spd_31V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0022_car_C1_spd_31V_mic_1.wav
00	source	test	anomaly	0023	['car', 'C1', 'spd', '31V', 'mic', '1']	section_00_source_test_anomaly_0023_car_C1_spd_31V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0023_car_C1_spd_31V_mic_1.wav
00	source	test	anomaly	0024	['car', 'C2', 'spd', '34V', 'mic', '1']	section_00_source_test_anomaly_0024_car_C2_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0024_car_C2_spd_34V_mic_1.wav
00	source	test	anomaly	0025	['car', 'C2', 'spd', '40V', 'mic', '1']	section_00_source_test_anomaly_0025_car_C2_spd_40V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0025_car_C2_spd_40V_mic_1.wav
00	source	test	anomaly	0026	['car', 'C2', 'spd', '31V', 'mic', '1']	section_00_source_test_anomaly_0026_car_C2_spd_31V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0026_car_C2_spd_31V_mic_1.wav
00	source	test	anomaly	0027	['car', 'C2', 'spd', '34V', 'mic', '1']	section_00_source_test_anomaly_0027_car_C2_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0027_car_C2_spd_34V_mic_1.wav
00	source	test	anomaly	0028	['car', 'C2', 'spd', '34V', 'mic', '1']	section_00_source_test_anomaly_0028_car_C2_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0028_car_C2_spd_34V_mic_1.wav
00	source	test	anomaly	0029	['car', 'C2', 'spd', '40V', 'mic', '1']	section_00_source_test_anomaly_0029_car_C2_spd_40V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0029_car_C2_spd_40V_mic_1.wav
00	source	test	anomaly	0030	['car', 'C2', 'spd', '31V', 'mic', '1']	section_00_source_test_anomaly_0030_car_C2_spd_31V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0030_car_C2_spd_31V_mic_1.wav
00	source	test	anomaly	0031	['car', 'C1', 'spd', '34V', 'mic', '1']	section_00_source_test_anomaly_0031_car_C1_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0031_car_C1_spd_34V_mic_1.wav
00	source	test	anomaly	0032	['car', 'C1', 'spd', '34V', 'mic', '1']	section_00_source_test_anomaly_0032_car_C1_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0032_car_C1_spd_34V_mic_1.wav
00	source	test	anomaly	0033	['car', 'C2', 'spd', '40V', 'mic', '1']	section_00_source_test_anomaly_0033_car_C2_spd_40V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0033_car_C2_spd_40V_mic_1.wav
00	source	test	anomaly	0034	['car', 'D1', 'spd', '31V', 'mic', '1']	section_00_source_test_anomaly_0034_car_D1_spd_31V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0034_car_D1_spd_31V_mic_1.wav
00	source	test	anomaly	0035	['car', 'D1', 'spd', '34V', 'mic', '1']	section_00_source_test_anomaly_0035_car_D1_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0035_car_D1_spd_34V_mic_1.wav
00	source	test	anomaly	0036	['car', 'D1', 'spd', '34V', 'mic', '1']	section_00_source_test_anomaly_0036_car_D1_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0036_car_D1_spd_34V_mic_1.wav
00	source	test	anomaly	0037	['car', 'D1', 'spd', '40V', 'mic', '1']	section_00_source_test_anomaly_0037_car_D1_spd_40V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0037_car_D1_spd_40V_mic_1.wav
00	source	test	anomaly	0038	['car', 'D1', 'spd', '31V', 'mic', '1']	section_00_source_test_anomaly_0038_car_D1_spd_31V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0038_car_D1_spd_31V_mic_1.wav
00	source	test	anomaly	0039	['car', 'D1', 'spd', '31V', 'mic', '1']	section_00_source_test_anomaly_0039_car_D1_spd_31V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0039_car_D1_spd_31V_mic_1.wav
00	source	test	anomaly	0040	['car', 'D1', 'spd', '34V', 'mic', '1']	section_00_source_test_anomaly_0040_car_D1_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0040_car_D1_spd_34V_mic_1.wav
00	source	test	anomaly	0041	['car', 'D1', 'spd', '40V', 'mic', '1']	section_00_source_test_anomaly_0041_car_D1_spd_40V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0041_car_D1_spd_40V_mic_1.wav
00	source	test	anomaly	0042	['car', 'D2', 'spd', '31V', 'mic', '1']	section_00_source_test_anomaly_0042_car_D2_spd_31V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0042_car_D2_spd_31V_mic_1.wav
00	source	test	anomaly	0043	['car', 'D2', 'spd', '31V', 'mic', '1']	section_00_source_test_anomaly_0043_car_D2_spd_31V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0043_car_D2_spd_31V_mic_1.wav
00	source	test	anomaly	0044	['car', 'D2', 'spd', '34V', 'mic', '1']	section_00_source_test_anomaly_0044_car_D2_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0044_car_D2_spd_34V_mic_1.wav
00	source	test	anomaly	0045	['car', 'D2', 'spd', '40V', 'mic', '1']	section_00_source_test_anomaly_0045_car_D2_spd_40V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0045_car_D2_spd_40V_mic_1.wav
00	source	test	anomaly	0046	['car', 'D2', 'spd', '31V', 'mic', '1']	section_00_source_test_anomaly_0046_car_D2_spd_31V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0046_car_D2_spd_31V_mic_1.wav
00	source	test	anomaly	0047	['car', 'D2', 'spd', '31V', 'mic', '1']	section_00_source_test_anomaly_0047_car_D2_spd_31V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0047_car_D2_spd_31V_mic_1.wav
00	source	test	anomaly	0048	['car', 'D2', 'spd', '34V', 'mic', '1']	section_00_source_test_anomaly_0048_car_D2_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0048_car_D2_spd_34V_mic_1.wav
00	source	test	anomaly	0049	['car', 'D2', 'spd', '40V', 'mic', '1']	section_00_source_test_anomaly_0049_car_D2_spd_40V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0049_car_D2_spd_40V_mic_1.wav
00	source	test	anomaly	0050	['car', 'D2', 'spd', '40V', 'mic', '1']	section_00_source_test_anomaly_0050_car_D2_spd_40V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_anomaly_0050_car_D2_spd_40V_mic_1.wav
00	source	test	normal	0001	['car', 'B2', 'spd', '31V', 'mic', '1']	section_00_source_test_normal_0001_car_B2_spd_31V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0001_car_B2_spd_31V_mic_1.wav
00	source	test	normal	0002	['car', 'B2', 'spd', '31V', 'mic', '1']	section_00_source_test_normal_0002_car_B2_spd_31V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0002_car_B2_spd_31V_mic_1.wav
00	source	test	normal	0003	['car', 'B2', 'spd', '31V', 'mic', '1']	section_00_source_test_normal_0003_car_B2_spd_31V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0003_car_B2_spd_31V_mic_1.wav
00	source	test	normal	0004	['car', 'B2', 'spd', '31V', 'mic', '1']	section_00_source_test_normal_0004_car_B2_spd_31V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0004_car_B2_spd_31V_mic_1.wav
00	source	test	normal	0005	['car', 'B1', 'spd', '34V', 'mic', '1']	section_00_source_test_normal_0005_car_B1_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0005_car_B1_spd_34V_mic_1.wav
00	source	test	normal	0006	['car', 'B1', 'spd', '34V', 'mic', '1']	section_00_source_test_normal_0006_car_B1_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0006_car_B1_spd_34V_mic_1.wav
00	source	test	normal	0007	['car', 'B1', 'spd', '34V', 'mic', '1']	section_00_source_test_normal_0007_car_B1_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0007_car_B1_spd_34V_mic_1.wav
00	source	test	normal	0008	['car', 'B1', 'spd', '34V', 'mic', '1']	section_00_source_test_normal_0008_car_B1_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0008_car_B1_spd_34V_mic_1.wav
00	source	test	normal	0009	['car', 'B1', 'spd', '34V', 'mic', '1']	section_00_source_test_normal_0009_car_B1_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0009_car_B1_spd_34V_mic_1.wav
00	source	test	normal	0010	['car', 'B1', 'spd', '34V', 'mic', '1']	section_00_source_test_normal_0010_car_B1_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0010_car_B1_spd_34V_mic_1.wav
00	source	test	normal	0011	['car', 'B1', 'spd', '34V', 'mic', '1']	section_00_source_test_normal_0011_car_B1_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0011_car_B1_spd_34V_mic_1.wav
00	source	test	normal	0012	['car', 'B1', 'spd', '34V', 'mic', '1']	section_00_source_test_normal_0012_car_B1_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0012_car_B1_spd_34V_mic_1.wav
00	source	test	normal	0013	['car', 'B1', 'spd', '34V', 'mic', '1']	section_00_source_test_normal_0013_car_B1_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0013_car_B1_spd_34V_mic_1.wav
00	source	test	normal	0014	['car', 'B2', 'spd', '40V', 'mic', '1']	section_00_source_test_normal_0014_car_B2_spd_40V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0014_car_B2_spd_40V_mic_1.wav
00	source	test	normal	0015	['car', 'B2', 'spd', '40V', 'mic', '1']	section_00_source_test_normal_0015_car_B2_spd_40V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0015_car_B2_spd_40V_mic_1.wav
00	source	test	normal	0016	['car', 'B2', 'spd', '40V', 'mic', '1']	section_00_source_test_normal_0016_car_B2_spd_40V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0016_car_B2_spd_40V_mic_1.wav
00	source	test	normal	0017	['car', 'B2', 'spd', '40V', 'mic', '1']	section_00_source_test_normal_0017_car_B2_spd_40V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0017_car_B2_spd_40V_mic_1.wav
00	source	test	normal	0018	['car', 'C2', 'spd', '31V', 'mic', '1']	section_00_source_test_normal_0018_car_C2_spd_31V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0018_car_C2_spd_31V_mic_1.wav
00	source	test	normal	0019	['car', 'C2', 'spd', '31V', 'mic', '1']	section_00_source_test_normal_0019_car_C2_spd_31V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0019_car_C2_spd_31V_mic_1.wav
00	source	test	normal	0020	['car', 'C2', 'spd', '31V', 'mic', '1']	section_00_source_test_normal_0020_car_C2_spd_31V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0020_car_C2_spd_31V_mic_1.wav
00	source	test	normal	0021	['car', 'C2', 'spd', '31V', 'mic', '1']	section_00_source_test_normal_0021_car_C2_spd_31V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0021_car_C2_spd_31V_mic_1.wav
00	source	test	normal	0022	['car', 'C2', 'spd', '34V', 'mic', '1']	section_00_source_test_normal_0022_car_C2_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0022_car_C2_spd_34V_mic_1.wav
00	source	test	normal	0023	['car', 'C2', 'spd', '34V', 'mic', '1']	section_00_source_test_normal_0023_car_C2_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0023_car_C2_spd_34V_mic_1.wav
00	source	test	normal	0024	['car', 'C2', 'spd', '34V', 'mic', '1']	section_00_source_test_normal_0024_car_C2_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0024_car_C2_spd_34V_mic_1.wav
00	source	test	normal	0025	['car', 'C2', 'spd', '34V', 'mic', '1']	section_00_source_test_normal_0025_car_C2_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0025_car_C2_spd_34V_mic_1.wav
00	source	test	normal	0026	['car', 'C2', 'spd', '34V', 'mic', '1']	section_00_source_test_normal_0026_car_C2_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0026_car_C2_spd_34V_mic_1.wav
00	source	test	normal	0027	['car', 'C2', 'spd', '34V', 'mic', '1']	section_00_source_test_normal_0027_car_C2_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0027_car_C2_spd_34V_mic_1.wav
00	source	test	normal	0028	['car', 'C2', 'spd', '34V', 'mic', '1']	section_00_source_test_normal_0028_car_C2_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0028_car_C2_spd_34V_mic_1.wav
00	source	test	normal	0029	['car', 'C2', 'spd', '34V', 'mic', '1']	section_00_source_test_normal_0029_car_C2_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0029_car_C2_spd_34V_mic_1.wav
00	source	test	normal	0030	['car', 'C2', 'spd', '40V', 'mic', '1']	section_00_source_test_normal_0030_car_C2_spd_40V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0030_car_C2_spd_40V_mic_1.wav
00	source	test	normal	0031	['car', 'C2', 'spd', '40V', 'mic', '1']	section_00_source_test_normal_0031_car_C2_spd_40V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0031_car_C2_spd_40V_mic_1.wav
00	source	test	normal	0032	['car', 'C2', 'spd', '40V', 'mic', '1']	section_00_source_test_normal_0032_car_C2_spd_40V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0032_car_C2_spd_40V_mic_1.wav
00	source	test	normal	0033	['car', 'C2', 'spd', '40V', 'mic', '1']	section_00_source_test_normal_0033_car_C2_spd_40V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0033_car_C2_spd_40V_mic_1.wav
00	source	test	normal	0034	['car', 'C2', 'spd', '40V', 'mic', '1']	section_00_source_test_normal_0034_car_C2_spd_40V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0034_car_C2_spd_40V_mic_1.wav
00	source	test	normal	0035	['car', 'D2', 'spd', '31V', 'mic', '1']	section_00_source_test_normal_0035_car_D2_spd_31V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0035_car_D2_spd_31V_mic_1.wav
00	source	test	normal	0036	['car', 'D2', 'spd', '31V', 'mic', '1']	section_00_source_test_normal_0036_car_D2_spd_31V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0036_car_D2_spd_31V_mic_1.wav
00	source	test	normal	0037	['car', 'D2', 'spd', '31V', 'mic', '1']	section_00_source_test_normal_0037_car_D2_spd_31V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0037_car_D2_spd_31V_mic_1.wav
00	source	test	normal	0038	['car', 'D2', 'spd', '31V', 'mic', '1']	section_00_source_test_normal_0038_car_D2_spd_31V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0038_car_D2_spd_31V_mic_1.wav
00	source	test	normal	0039	['car', 'D2', 'spd', '34V', 'mic', '1']	section_00_source_test_normal_0039_car_D2_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0039_car_D2_spd_34V_mic_1.wav
00	source	test	normal	0040	['car', 'D2', 'spd', '34V', 'mic', '1']	section_00_source_test_normal_0040_car_D2_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0040_car_D2_spd_34V_mic_1.wav
00	source	test	normal	0041	['car', 'D2', 'spd', '34V', 'mic', '1']	section_00_source_test_normal_0041_car_D2_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0041_car_D2_spd_34V_mic_1.wav
00	source	test	normal	0042	['car', 'D2', 'spd', '34V', 'mic', '1']	section_00_source_test_normal_0042_car_D2_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0042_car_D2_spd_34V_mic_1.wav
00	source	test	normal	0043	['car', 'D2', 'spd', '34V', 'mic', '1']	section_00_source_test_normal_0043_car_D2_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0043_car_D2_spd_34V_mic_1.wav
00	source	test	normal	0044	['car', 'D2', 'spd', '34V', 'mic', '1']	section_00_source_test_normal_0044_car_D2_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0044_car_D2_spd_34V_mic_1.wav
00	source	test	normal	0045	['car', 'D2', 'spd', '34V', 'mic', '1']	section_00_source_test_normal_0045_car_D2_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0045_car_D2_spd_34V_mic_1.wav
00	source	test	normal	0046	['car', 'D2', 'spd', '34V', 'mic', '1']	section_00_source_test_normal_0046_car_D2_spd_34V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0046_car_D2_spd_34V_mic_1.wav
00	source	test	normal	0047	['car', 'D2', 'spd', '40V', 'mic', '1']	section_00_source_test_normal_0047_car_D2_spd_40V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0047_car_D2_spd_40V_mic_1.wav
00	source	test	normal	0048	['car', 'D2', 'spd', '40V', 'mic', '1']	section_00_source_test_normal_0048_car_D2_spd_40V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0048_car_D2_spd_40V_mic_1.wav
00	source	test	normal	0049	['car', 'D2', 'spd', '40V', 'mic', '1']	section_00_source_test_normal_0049_car_D2_spd_40V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0049_car_D2_spd_40V_mic_1.wav
00	source	test	normal	0050	['car', 'D2', 'spd', '40V', 'mic', '1']	section_00_source_test_normal_0050_car_D2_spd_40V_mic_1.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_source_test_normal_0050_car_D2_spd_40V_mic_1.wav
00	target	test	anomaly	0001	['car', 'A1', 'spd', '28V', 'mic', '2']	section_00_target_test_anomaly_0001_car_A1_spd_28V_mic_2.wav	ToyCar	<dir>/dcase2023_t2/development/ToyCar/test/section_00_target_test_anomaly_0001_car_A1_spd_28V_mic_2.wav
