section_id,domain,train/test,label,wave_id,attributes,mtype,wave_path,m-n
0,source,train,normal,12,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0012_m-n_W.wav,W
0,source,train,normal,13,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0013_m-n_W.wav,W
0,source,train,normal,14,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0014_m-n_X.wav,X
0,source,train,normal,15,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0015_m-n_W.wav,W
0,source,train,normal,16,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0016_m-n_X.wav,X
0,source,train,normal,17,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0017_m-n_W.wav,W
0,source,train,normal,18,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0018_m-n_X.wav,X
0,source,train,normal,19,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0019_m-n_X.wav,X
0,source,train,normal,20,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0020_m-n_X.wav,X
0,source,train,normal,21,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0021_m-n_X.wav,X
0,source,train,normal,22,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0022_m-n_W.wav,W
0,source,train,normal,23,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0023_m-n_W.wav,W
0,source,train,normal,24,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0024_m-n_X.wav,X
0,source,train,normal,25,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0025_m-n_W.wav,W
0,source,train,normal,26,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0026_m-n_W.wav,W
0,source,train,normal,27,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0027_m-n_W.wav,W
0,source,train,normal,28,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0028_m-n_W.wav,W
0,source,train,normal,29,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0029_m-n_W.wav,W
0,source,train,normal,30,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0030_m-n_W.wav,W
0,source,train,normal,31,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0031_m-n_X.wav,X
0,source,train,normal,32,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0032_m-n_W.wav,W
0,source,train,normal,33,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0033_m-n_W.wav,W
0,source,train,normal,34,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0034_m-n_X.wav,X
0,source,train,normal,35,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0035_m-n_X.wav,X
0,source,train,normal,36,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0036_m-n_X.wav,X
0,source,train,normal,37,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0037_m-n_X.wav,X
0,source,train,normal,38,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0038_m-n_X.wav,X
0,source,train,normal,39,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0039_m-n_W.wav,W
0,source,train,normal,40,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0040_m-n_X.wav,X
0,source,train,normal,41,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0041_m-n_X.wav,X
0,source,train,normal,42,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0042_m-n_X.wav,X
0,source,train,normal,43,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0043_m-n_W.wav,W
0,source,train,normal,44,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0044_m-n_X.wav,X
0,source,train,normal,45,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0045_m-n_X.wav,X
0,source,train,normal,46,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0046_m-n_W.wav,W
0,source,train,normal,47,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0047_m-n_W.wav,W
0,source,train,normal,48,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0048_m-n_W.wav,W
0,source,train,normal,49,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0049_m-n_W.wav,W
0,source,train,normal,50,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0050_m-n_X.wav,X
0,source,train,normal,51,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0051_m-n_X.wav,X
0,source,train,normal,52,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0052_m-n_W.wav,W
0,source,train,normal,53,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0053_m-n_X.wav,X
0,source,train,normal,54,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0054_m-n_X.wav,X
0,source,train,normal,55,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0055_m-n_W.wav,W
0,source,train,normal,56,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0056_m-n_X.wav,X
0,source,train,normal,57,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0057_m-n_X.wav,X
0,source,train,normal,58,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0058_m-n_X.wav,X
0,source,train,normal,59,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0059_m-n_X.wav,X
0,source,train,normal,60,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0060_m-n_W.wav,W
0,source,train,normal,61,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0061_m-n_W.wav,W
0,source,train,normal,62,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0062_m-n_W.wav,W
0,source,train,normal,63,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0063_m-n_W.wav,W
0,source,train,normal,64,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0064_m-n_X.wav,X
0,source,train,normal,65,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0065_m-n_X.wav,X
0,source,train,normal,66,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0066_m-n_W.wav,W
0,source,train,normal,67,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0067_m-n_W.wav,W
0,source,train,normal,68,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0068_m-n_W.wav,W
0,source,train,normal,69,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0069_m-n_X.wav,X
0,source,train,normal,70,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0070_m-n_W.wav,W
0,source,train,normal,71,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0071_m-n_X.wav,X
0,source,train,normal,72,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0072_m-n_X.wav,X
0,source,train,normal,73,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0073_m-n_W.wav,W
0,source,train,normal,74,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0074_m-n_W.wav,W
0,source,train,normal,75,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0075_m-n_W.wav,W
0,source,train,normal,76,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0076_m-n_W.wav,W
0,source,train,normal,77,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0077_m-n_X.wav,X
0,source,train,normal,78,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0078_m-n_X.wav,X
0,source,train,normal,79,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0079_m-n_W.wav,W
0,source,train,normal,80,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0080_m-n_W.wav,W
0,source,train,normal,81,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0081_m-n_W.wav,W
0,source,train,normal,82,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0082_m-n_W.wav,W
0,source,train,normal,83,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0083_m-n_W.wav,W
0,source,train,normal,84,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0084_m-n_W.wav,W
0,source,train,normal,85,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0085_m-n_W.wav,W
0,source,train,normal,86,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0086_m-n_W.wav,W
0,source,train,normal,87,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0087_m-n_X.wav,X
0,source,train,normal,88,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0088_m-n_W.wav,W
0,source,train,normal,89,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0089_m-n_W.wav,W
0,source,train,normal,90,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0090_m-n_X.wav,X
0,source,train,normal,91,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0091_m-n_X.wav,X
0,source,train,normal,92,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0092_m-n_W.wav,W
0,source,train,normal,93,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0093_m-n_W.wav,W
0,source,train,normal,94,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0094_m-n_X.wav,X
0,source,train,normal,95,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0095_m-n_W.wav,W
0,source,train,normal,96,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0096_m-n_X.wav,X
0,source,train,normal,97,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0097_m-n_W.wav,W
0,source,train,normal,98,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0098_m-n_X.wav,X
0,source,train,normal,99,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0099_m-n_W.wav,W
0,source,train,normal,100,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0100_m-n_X.wav,X
0,source,train,normal,101,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0101_m-n_W.wav,W
0,source,train,normal,102,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0102_m-n_X.wav,X
0,source,train,normal,103,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0103_m-n_W.wav,W
0,source,train,normal,104,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0104_m-n_W.wav,W
0,source,train,normal,105,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0105_m-n_X.wav,X
0,source,train,normal,106,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0106_m-n_X.wav,X
0,source,train,normal,107,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0107_m-n_X.wav,X
0,source,train,normal,108,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0108_m-n_W.wav,W
0,source,train,normal,109,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0109_m-n_W.wav,W
0,source,train,normal,110,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0110_m-n_X.wav,X
0,source,train,normal,111,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0111_m-n_X.wav,X
0,source,train,normal,112,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0112_m-n_W.wav,W
0,source,train,normal,113,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0113_m-n_W.wav,W
0,source,train,normal,114,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0114_m-n_X.wav,X
0,source,train,normal,115,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0115_m-n_X.wav,X
0,source,train,normal,116,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0116_m-n_W.wav,W
0,source,train,normal,117,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0117_m-n_X.wav,X
0,source,train,normal,118,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0118_m-n_W.wav,W
0,source,train,normal,119,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0119_m-n_W.wav,W
0,source,train,normal,120,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0120_m-n_X.wav,X
0,source,train,normal,121,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0121_m-n_X.wav,X
0,source,train,normal,122,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0122_m-n_X.wav,X
0,source,train,normal,123,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0123_m-n_X.wav,X
0,source,train,normal,124,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0124_m-n_X.wav,X
0,source,train,normal,125,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0125_m-n_W.wav,W
0,source,train,normal,126,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0126_m-n_W.wav,W
0,source,train,normal,127,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0127_m-n_W.wav,W
0,source,train,normal,128,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0128_m-n_W.wav,W
0,source,train,normal,129,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0129_m-n_X.wav,X
0,source,train,normal,130,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0130_m-n_W.wav,W
0,source,train,normal,131,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0131_m-n_W.wav,W
0,source,train,normal,132,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0132_m-n_X.wav,X
0,source,train,normal,133,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0133_m-n_X.wav,X
0,source,train,normal,134,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0134_m-n_X.wav,X
0,source,train,normal,135,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0135_m-n_X.wav,X
0,source,train,normal,136,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0136_m-n_X.wav,X
0,source,train,normal,137,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0137_m-n_X.wav,X
0,source,train,normal,138,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0138_m-n_X.wav,X
0,source,train,normal,139,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0139_m-n_W.wav,W
0,source,train,normal,140,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0140_m-n_X.wav,X
0,source,train,normal,141,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0141_m-n_W.wav,W
0,source,train,normal,142,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0142_m-n_W.wav,W
0,source,train,normal,143,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0143_m-n_W.wav,W
0,source,train,normal,144,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0144_m-n_W.wav,W
0,source,train,normal,145,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0145_m-n_X.wav,X
0,source,train,normal,146,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0146_m-n_W.wav,W
0,source,train,normal,147,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0147_m-n_W.wav,W
0,source,train,normal,148,"['m-n', 'X']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0148_m-n_X.wav,X
0,source,train,normal,149,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0149_m-n_W.wav,W
0,source,train,normal,150,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0150_m-n_W.wav,W
0,source,train,normal,151,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0151_m-n_W.wav,W
0,source,train,normal,152,"['m-n', 'W']",fan,/DKUdata/2020/zhangyc/corpus/raw_data/dcase2023_t2/development/fan/train/section_00_source_train_normal_0152_m-n_W.wav,W
